mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,param_gamma,param_kernel,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,split5_train_score,split6_train_score,split7_train_score,split8_train_score,split9_train_score,mean_train_score,std_train_score
0.0034479379653930666,0.00038314066024688404,0.0014478445053100586,0.00017719098292794108,0.01,scale,linear,"{'C': 0.01, 'gamma': 'scale', 'kernel': 'linear'}",0.8596491228070176,0.8947368421052632,0.9473684210526315,0.8947368421052632,0.8245614035087719,0.8947368421052632,0.8421052631578947,0.8421052631578947,0.8947368421052632,0.9285714285714286,0.8823308270676691,0.03751223358512254,16,0.884765625,0.884765625,0.87890625,0.88671875,0.8984375,0.88671875,0.890625,0.900390625,0.890625,0.8830409356725146,0.8884994060672515,0.006365927696836002
0.005946969985961914,0.0003761280229785651,0.0017513036727905273,0.00014648035667602676,0.01,scale,rbf,"{'C': 0.01, 'gamma': 'scale', 'kernel': 'rbf'}",0.6140350877192983,0.6140350877192983,0.631578947368421,0.631578947368421,0.631578947368421,0.631578947368421,0.631578947368421,0.631578947368421,0.631578947368421,0.625,0.6274122807017544,0.006965956216784447,19,0.62890625,0.62890625,0.626953125,0.626953125,0.626953125,0.626953125,0.626953125,0.626953125,0.626953125,0.6276803118908382,0.6274164686890839,0.0007753271285927558
0.006455445289611816,7.975330976710614e-05,0.0017961025238037109,0.0001628324261207484,0.01,scale,sigmoid,"{'C': 0.01, 'gamma': 'scale', 'kernel': 'sigmoid'}",0.6140350877192983,0.6140350877192983,0.631578947368421,0.631578947368421,0.631578947368421,0.631578947368421,0.631578947368421,0.631578947368421,0.631578947368421,0.625,0.6274122807017544,0.006965956216784447,19,0.62890625,0.62890625,0.626953125,0.626953125,0.626953125,0.626953125,0.626953125,0.626953125,0.626953125,0.6276803118908382,0.6274164686890839,0.0007753271285927558
0.003593635559082031,0.00030096136969760373,0.0015772581100463867,0.0002574809886616171,0.01,auto,linear,"{'C': 0.01, 'gamma': 'auto', 'kernel': 'linear'}",0.8596491228070176,0.8947368421052632,0.9473684210526315,0.8947368421052632,0.8245614035087719,0.8947368421052632,0.8421052631578947,0.8421052631578947,0.8947368421052632,0.9285714285714286,0.8823308270676691,0.03751223358512254,16,0.884765625,0.884765625,0.87890625,0.88671875,0.8984375,0.88671875,0.890625,0.900390625,0.890625,0.8830409356725146,0.8884994060672515,0.006365927696836002
0.006127190589904785,0.0006245087587690149,0.0017501354217529298,0.00020028393003603662,0.01,auto,rbf,"{'C': 0.01, 'gamma': 'auto', 'kernel': 'rbf'}",0.6140350877192983,0.6140350877192983,0.631578947368421,0.631578947368421,0.631578947368421,0.631578947368421,0.631578947368421,0.631578947368421,0.631578947368421,0.625,0.6274122807017544,0.006965956216784447,19,0.62890625,0.62890625,0.626953125,0.626953125,0.626953125,0.626953125,0.626953125,0.626953125,0.626953125,0.6276803118908382,0.6274164686890839,0.0007753271285927558
0.004290461540222168,0.00014664352336385503,0.0014905452728271485,0.00016491035165077736,0.01,auto,sigmoid,"{'C': 0.01, 'gamma': 'auto', 'kernel': 'sigmoid'}",0.6140350877192983,0.6140350877192983,0.631578947368421,0.631578947368421,0.631578947368421,0.631578947368421,0.631578947368421,0.631578947368421,0.631578947368421,0.625,0.6274122807017544,0.006965956216784447,19,0.62890625,0.62890625,0.626953125,0.626953125,0.626953125,0.626953125,0.626953125,0.626953125,0.626953125,0.6276803118908382,0.6274164686890839,0.0007753271285927558
0.0038238286972045897,0.00031053159229556504,0.0013641357421875,0.0001030033493625392,0.1,scale,linear,"{'C': 0.1, 'gamma': 'scale', 'kernel': 'linear'}",0.8596491228070176,0.9122807017543859,0.9649122807017544,0.9122807017543859,0.8596491228070176,0.8947368421052632,0.8421052631578947,0.8421052631578947,0.8947368421052632,0.9285714285714286,0.8911027568922305,0.038151463915632206,14,0.8984375,0.892578125,0.88671875,0.896484375,0.8984375,0.8984375,0.900390625,0.900390625,0.89453125,0.8927875243664717,0.8959193774366472,0.004085058996285088
0.004982447624206543,0.00013403829964933183,0.0014448881149291993,1.7501304140656677e-05,0.1,scale,rbf,"{'C': 0.1, 'gamma': 'scale', 'kernel': 'rbf'}",0.8596491228070176,0.8596491228070176,0.8421052631578947,0.8947368421052632,0.8245614035087719,0.8771929824561403,0.8070175438596491,0.8596491228070176,0.8421052631578947,0.8571428571428571,0.8523809523809524,0.023735539981046265,18,0.857421875,0.85546875,0.859375,0.853515625,0.85546875,0.853515625,0.86328125,0.85546875,0.849609375,0.8576998050682261,0.8560824805068226,0.00351114323073568
0.006355118751525879,0.0002583944669675938,0.001692342758178711,0.0002052897440203063,0.1,scale,sigmoid,"{'C': 0.1, 'gamma': 'scale', 'kernel': 'sigmoid'}",0.6140350877192983,0.6140350877192983,0.631578947368421,0.631578947368421,0.631578947368421,0.631578947368421,0.631578947368421,0.631578947368421,0.631578947368421,0.625,0.6274122807017544,0.006965956216784447,19,0.62890625,0.62890625,0.626953125,0.626953125,0.626953125,0.626953125,0.626953125,0.626953125,0.626953125,0.6276803118908382,0.6274164686890839,0.0007753271285927558
0.0037175655364990235,0.0003140804090909943,0.0014333486557006835,0.0003245571800963624,0.1,auto,linear,"{'C': 0.1, 'gamma': 'auto', 'kernel': 'linear'}",0.8596491228070176,0.9122807017543859,0.9649122807017544,0.9122807017543859,0.8596491228070176,0.8947368421052632,0.8421052631578947,0.8421052631578947,0.8947368421052632,0.9285714285714286,0.8911027568922305,0.038151463915632206,14,0.8984375,0.892578125,0.88671875,0.896484375,0.8984375,0.8984375,0.900390625,0.900390625,0.89453125,0.8927875243664717,0.8959193774366472,0.004085058996285088
0.00495145320892334,0.00031691062547444426,0.0015029668807983398,0.00012685613628656833,0.1,auto,rbf,"{'C': 0.1, 'gamma': 'auto', 'kernel': 'rbf'}",0.8947368421052632,0.8947368421052632,0.9473684210526315,0.9122807017543859,0.9122807017543859,0.9298245614035088,0.8771929824561403,0.8245614035087719,0.9122807017543859,0.875,0.8980263157894737,0.03230837034098886,10,0.908203125,0.91015625,0.900390625,0.90234375,0.912109375,0.908203125,0.912109375,0.912109375,0.908203125,0.9025341130604289,0.9076362238060429,0.004169921136276442
0.00433037281036377,0.00019644097875846887,0.0015395164489746093,0.00016087403116846487,0.1,auto,sigmoid,"{'C': 0.1, 'gamma': 'auto', 'kernel': 'sigmoid'}",0.6140350877192983,0.6140350877192983,0.631578947368421,0.631578947368421,0.631578947368421,0.631578947368421,0.631578947368421,0.631578947368421,0.631578947368421,0.625,0.6274122807017544,0.006965956216784447,19,0.62890625,0.62890625,0.626953125,0.626953125,0.626953125,0.626953125,0.626953125,0.626953125,0.626953125,0.6276803118908382,0.6274164686890839,0.0007753271285927558
0.005509114265441895,0.0002758797505791607,0.0013611555099487306,0.0001471164909270264,1,scale,linear,"{'C': 1, 'gamma': 'scale', 'kernel': 'linear'}",0.8771929824561403,0.9473684210526315,0.9649122807017544,0.9298245614035088,0.8947368421052632,0.8947368421052632,0.8947368421052632,0.8771929824561403,0.8947368421052632,0.9285714285714286,0.9104010025062657,0.028692363764048406,5,0.919921875,0.912109375,0.912109375,0.912109375,0.91796875,0.91796875,0.916015625,0.9140625,0.9140625,0.9161793372319688,0.9152507462231968,0.0026546252386232933
0.004072928428649902,0.00023511102594195006,0.0014269113540649413,0.00010556917577247256,1,scale,rbf,"{'C': 1, 'gamma': 'scale', 'kernel': 'rbf'}",0.8771929824561403,0.9122807017543859,0.9473684210526315,0.9122807017543859,0.8596491228070176,0.8947368421052632,0.8596491228070176,0.8421052631578947,0.9122807017543859,0.9107142857142857,0.8928258145363408,0.030744704881054335,13,0.890625,0.900390625,0.888671875,0.896484375,0.90234375,0.8984375,0.90234375,0.9140625,0.896484375,0.898635477582846,0.8988479227582846,0.006639725969726688
0.006312274932861328,0.00039349999786667634,0.001726818084716797,0.0002477887584533971,1,scale,sigmoid,"{'C': 1, 'gamma': 'scale', 'kernel': 'sigmoid'}",0.3684210526315789,0.38596491228070173,0.38596491228070173,0.38596491228070173,0.3684210526315789,0.45614035087719296,0.3333333333333333,0.43859649122807015,0.40350877192982454,0.30357142857142855,0.38298872180451127,0.04253025803073032,28,0.37890625,0.3828125,0.384765625,0.37890625,0.384765625,0.37890625,0.38671875,0.380859375,0.3828125,0.3723196881091618,0.38117728131091616,0.003947644206512296
0.005715417861938477,0.0005112434425261667,0.0014625072479248046,0.00016008009316065183,1,auto,linear,"{'C': 1, 'gamma': 'auto', 'kernel': 'linear'}",0.8771929824561403,0.9473684210526315,0.9649122807017544,0.9298245614035088,0.8947368421052632,0.8947368421052632,0.8947368421052632,0.8771929824561403,0.8947368421052632,0.9285714285714286,0.9104010025062657,0.028692363764048406,5,0.919921875,0.912109375,0.912109375,0.912109375,0.91796875,0.91796875,0.916015625,0.9140625,0.9140625,0.9161793372319688,0.9152507462231968,0.0026546252386232933
0.004728198051452637,0.00025893786180633744,0.001476883888244629,0.00016609670347019224,1,auto,rbf,"{'C': 1, 'gamma': 'auto', 'kernel': 'rbf'}",0.8771929824561403,0.8947368421052632,0.9473684210526315,0.9122807017543859,0.9122807017543859,0.9122807017543859,0.8947368421052632,0.8245614035087719,0.8947368421052632,0.8928571428571429,0.8963032581453634,0.02984094503766931,12,0.90625,0.91015625,0.90625,0.91015625,0.9140625,0.9140625,0.91015625,0.919921875,0.9140625,0.9083820662768031,0.9113460191276802,0.004008161661721871
0.004195785522460938,6.540001979014004e-05,0.0014247417449951172,9.43025381848034e-05,1,auto,sigmoid,"{'C': 1, 'gamma': 'auto', 'kernel': 'sigmoid'}",0.6140350877192983,0.6140350877192983,0.631578947368421,0.631578947368421,0.631578947368421,0.631578947368421,0.631578947368421,0.631578947368421,0.631578947368421,0.625,0.6274122807017544,0.006965956216784447,19,0.62890625,0.62890625,0.626953125,0.626953125,0.626953125,0.626953125,0.626953125,0.626953125,0.626953125,0.6276803118908382,0.6274164686890839,0.0007753271285927558
0.014017748832702636,0.0038905623319550977,0.0015952348709106444,0.0001682782061515726,10,scale,linear,"{'C': 10, 'gamma': 'scale', 'kernel': 'linear'}",0.8947368421052632,0.9473684210526315,0.9649122807017544,0.9473684210526315,0.8771929824561403,0.9122807017543859,0.9298245614035088,0.8947368421052632,0.9649122807017544,0.9285714285714286,0.9261904761904762,0.029133384471094946,3,0.931640625,0.927734375,0.921875,0.92578125,0.93359375,0.9296875,0.931640625,0.93359375,0.92578125,0.9317738791423001,0.92931020041423,0.0036938304298935825
0.003720593452453613,0.00010298722551334833,0.001343083381652832,4.983884207886917e-05,10,scale,rbf,"{'C': 10, 'gamma': 'scale', 'kernel': 'rbf'}",0.8947368421052632,0.9122807017543859,0.9649122807017544,0.9122807017543859,0.8947368421052632,0.9298245614035088,0.8771929824561403,0.7894736842105263,0.9122807017543859,0.9107142857142857,0.89984335839599,0.04296712033787239,9,0.90625,0.908203125,0.89453125,0.90625,0.908203125,0.904296875,0.90625,0.916015625,0.908203125,0.9064327485380117,0.9064635873538013,0.004975264050447298
0.006225848197937011,0.00035668084720409475,0.0018074989318847656,0.00026118166741477365,10,scale,sigmoid,"{'C': 10, 'gamma': 'scale', 'kernel': 'sigmoid'}",0.2982456140350877,0.22807017543859648,0.2807017543859649,0.2982456140350877,0.2807017543859649,0.3684210526315789,0.2807017543859649,0.40350877192982454,0.2982456140350877,0.17857142857142858,0.29154135338345866,0.05977065949619172,29,0.296875,0.302734375,0.298828125,0.29296875,0.296875,0.287109375,0.298828125,0.28515625,0.296875,0.28654970760233917,0.29427997076023393,0.005737481047744587
0.013181138038635253,0.0036698978709075146,0.0013109207153320312,8.79838986853676e-05,10,auto,linear,"{'C': 10, 'gamma': 'auto', 'kernel': 'linear'}",0.8947368421052632,0.9473684210526315,0.9649122807017544,0.9473684210526315,0.8771929824561403,0.9122807017543859,0.9298245614035088,0.8947368421052632,0.9649122807017544,0.9285714285714286,0.9261904761904762,0.029133384471094946,3,0.931640625,0.927734375,0.921875,0.92578125,0.93359375,0.9296875,0.931640625,0.93359375,0.92578125,0.9317738791423001,0.92931020041423,0.0036938304298935825
0.0053577423095703125,0.00043575679629009385,0.001530599594116211,0.0002985841393506914,10,auto,rbf,"{'C': 10, 'gamma': 'auto', 'kernel': 'rbf'}",0.8771929824561403,0.9122807017543859,0.9473684210526315,0.8947368421052632,0.9298245614035088,0.9298245614035088,0.8947368421052632,0.8070175438596491,0.9122807017543859,0.875,0.8980263157894737,0.03759222270305698,10,0.91796875,0.916015625,0.908203125,0.916015625,0.919921875,0.9140625,0.919921875,0.93359375,0.908203125,0.9200779727095516,0.9173984222709551,0.006830733120680121
0.004245448112487793,0.00034761860616511415,0.0014941930770874024,0.0002333068623992636,10,auto,sigmoid,"{'C': 10, 'gamma': 'auto', 'kernel': 'sigmoid'}",0.6140350877192983,0.6140350877192983,0.631578947368421,0.631578947368421,0.631578947368421,0.631578947368421,0.631578947368421,0.631578947368421,0.631578947368421,0.625,0.6274122807017544,0.006965956216784447,19,0.62890625,0.62890625,0.626953125,0.626953125,0.626953125,0.626953125,0.626953125,0.626953125,0.626953125,0.6276803118908382,0.6274164686890839,0.0007753271285927558
0.11216018199920655,0.07095101278892578,0.0016015529632568359,6.505474512628118e-05,100,scale,linear,"{'C': 100, 'gamma': 'scale', 'kernel': 'linear'}",0.9473684210526315,0.9473684210526315,0.9824561403508771,0.9298245614035088,0.8947368421052632,0.9122807017543859,0.9298245614035088,0.9122807017543859,0.9649122807017544,0.9285714285714286,0.9349624060150376,0.024902054350039445,1,0.931640625,0.931640625,0.9375,0.94140625,0.9453125,0.943359375,0.94140625,0.94140625,0.9375,0.9376218323586745,0.9388793707358675,0.0043680265162121005
0.0044774293899536135,0.00022444411625688869,0.0013794898986816406,0.0001613994465734983,100,scale,rbf,"{'C': 100, 'gamma': 'scale', 'kernel': 'rbf'}",0.8947368421052632,0.9298245614035088,0.9649122807017544,0.8947368421052632,0.8947368421052632,0.9122807017543859,0.9122807017543859,0.8070175438596491,0.9298245614035088,0.8928571428571429,0.9033208020050125,0.03868310635723613,7,0.908203125,0.91015625,0.91015625,0.912109375,0.9140625,0.912109375,0.912109375,0.919921875,0.91015625,0.9103313840155945,0.9119315759015594,0.003072423491668497
0.0062797307968139645,0.0004271503623559282,0.0017745494842529297,0.00017026852744080298,100,scale,sigmoid,"{'C': 100, 'gamma': 'scale', 'kernel': 'sigmoid'}",0.24561403508771928,0.21052631578947367,0.2807017543859649,0.2982456140350877,0.2807017543859649,0.3684210526315789,0.2807017543859649,0.38596491228070173,0.2982456140350877,0.17857142857142858,0.2827694235588972,0.05994511893232868,30,0.291015625,0.291015625,0.287109375,0.28125,0.287109375,0.28515625,0.287109375,0.279296875,0.2890625,0.2884990253411306,0.28666240253411307,0.003653049253909244
0.11286373138427734,0.0709453569655579,0.0016053199768066406,0.00011682796474768277,100,auto,linear,"{'C': 100, 'gamma': 'auto', 'kernel': 'linear'}",0.9473684210526315,0.9473684210526315,0.9824561403508771,0.9298245614035088,0.8947368421052632,0.9122807017543859,0.9298245614035088,0.9122807017543859,0.9649122807017544,0.9285714285714286,0.9349624060150376,0.024902054350039445,1,0.931640625,0.931640625,0.9375,0.94140625,0.9453125,0.943359375,0.94140625,0.94140625,0.9375,0.9376218323586745,0.9388793707358675,0.0043680265162121005
0.0076751232147216795,0.0008482861934018583,0.0014333486557006835,0.00012098390757360815,100,auto,rbf,"{'C': 100, 'gamma': 'auto', 'kernel': 'rbf'}",0.8947368421052632,0.9298245614035088,0.9649122807017544,0.9298245614035088,0.8771929824561403,0.9122807017543859,0.9122807017543859,0.8421052631578947,0.9298245614035088,0.8392857142857143,0.9032268170426064,0.03829557583797056,8,0.953125,0.9453125,0.943359375,0.953125,0.94921875,0.953125,0.94921875,0.947265625,0.94140625,0.949317738791423,0.9484473988791423,0.003927814384878607
0.004156351089477539,0.00013042128266916588,0.001407480239868164,9.58806296311779e-05,100,auto,sigmoid,"{'C': 100, 'gamma': 'auto', 'kernel': 'sigmoid'}",0.6140350877192983,0.6140350877192983,0.631578947368421,0.631578947368421,0.631578947368421,0.631578947368421,0.631578947368421,0.631578947368421,0.631578947368421,0.625,0.6274122807017544,0.006965956216784447,19,0.62890625,0.62890625,0.626953125,0.626953125,0.626953125,0.626953125,0.626953125,0.626953125,0.626953125,0.6276803118908382,0.6274164686890839,0.0007753271285927558
